ideology,religion,risk_seeking,expend_total,seems_fun,enjoy_thinking,self_control,risk_aversion,gender,age,marital,employment,urban,education,income,white,black,hispanic,income_delta,expend_delta,overconfidence,lottery_payout,happiness,financial_literacy,financial_numeracy,gamblers_fallacy,non_belief_lln,ev_miscalculation,income_effects_delta_pct,state,expenditures_share_income,education_5,education_10,education_15,education_20
Slightly Liberal,1.0,-3,1.0,0 - Neutral,3 - Strongly Agree,-1,Average financial risks expecting to earn average returns.,Male,70.0,Married,0.0,Metro Area,16.0,80.0,1.0,0.0,0.0,-2.5,-2.5,0.0,0.05,4.0,1.0,1.0,0.0,0.4837,0.25,0.0,OK,0.0125,1,1,1,0
Extremely Liberal,0.0,-3,20.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,32.0,Married,0.0,Metro Area,13.0,55.0,1.0,0.0,0.0,-2.5,0.0,-0.2,0.25,6.0,0.4,0.0,1.0,0.26036668,1.0,0.0,OK,0.36363636363636365,1,1,0,0
Moderate,0.0,-7 - Very willing,25.0,3 - Strongly Agree,3 - Strongly Agree,3 - Far too much,No financial risks.,Female,21.0,Married,0.0,Metro Area,13.0,12.5,0.0,0.0,0.0,7.5,-50.0,-0.1,0.25,5.0,0.8,1.0,0.6666667,0.37703332,1.0,17.5,OK,2.0,1,1,0,0
Moderate,1.0,-4,0.0,-2,2,0 - The right amount,Substantial financial risks expecting to earn substantial returns.,Female,40.0,Married,1.0,Non-Metro Area,13.0,45.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.45,7.0,0.2,0.0,0.33333334,0.5937,1.0,0.0,OK,0.0,1,1,0,0
Conservative,0.0,-1 - Very unwilling,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Female,71.0,Married,0.0,Non-Metro Area,11.0,92.5,1.0,0.0,0.0,0.0,-50.0,0.0,0.25,8.0,0.4,1.0,1.0,0.4237,1.0,-50.0,OK,0.0,1,1,0,0
Slightly Liberal,0.0,-4,3.0,2,-2,1,Substantial financial risks expecting to earn substantial returns.,Male,26.0,0.0,1.0,Metro Area,13.0,55.0,1.0,0.0,0.0,2.5,-7.5,-0.1,0.65,7.0,0.8,1.0,0.33333334,0.052966665,1.0,-17.5,OK,0.05454545454545454,1,1,0,0
Moderate,0.0,-5,5.0,-3 - Strongly Disagree,-2,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,43.0,Married,1.0,Metro Area,16.0,250.0,1.0,0.0,0.0,2.5,0.0,0.0,0.05,4.0,1.0,1.0,0.6666667,0.47703335,1.0,0.0,OK,0.02,1,1,1,0
Moderate,0.0,-4,0.0,-3 - Strongly Disagree,,0 - The right amount,Average financial risks expecting to earn average returns.,Male,71.0,Married,0.0,Non-Metro Area,12.0,37.5,1.0,0.0,0.0,0.0,0.0,0.0,0.45,2.0,0.8,0.33333334,0.0,0.42703333,1.0,0.0,OK,0.0,1,1,0,0
Moderate,0.0,-4,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Female,28.0,0.0,1.0,Metro Area,12.0,22.5,1.0,0.0,0.0,-37.5,0.0,0.0,0.25,0.0,0.4,0.33333334,0.0,0.7770333,1.0,0.0,OK,0.0,1,1,0,0
Extremely Conservative,1.0,-5,2.0,0 - Neutral,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,54.0,Married,1.0,Metro Area,18.0,55.0,1.0,0.0,0.0,7.5,0.0,-0.2,0.35,6.0,1.0,1.0,0.0,0.5937,0.5,0.0,OK,0.03636363636363636,1,1,1,0
Slightly Liberal,0.0,-3,50.0,0 - Neutral,-1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,26.0,0.0,1.0,Metro Area,16.0,92.5,1.0,0.0,0.0,-7.5,7.5,0.0,0.35,1.0,1.0,1.0,0.0,0.42703333,0.0,0.0,OK,0.5405405405405406,1,1,1,0
Slightly Liberal,0.0,-4,20.0,1,-1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,48.0,Married,1.0,Metro Area,18.0,92.5,1.0,0.0,0.0,2.5,0.0,0.0,0.25,2.0,1.0,0.33333334,0.0,0.42703333,0.25,0.0,OK,0.21621621621621623,1,1,1,0
Conservative,1.0,-5,2.0,0 - Neutral,1,-3 - Far too little,No financial risks.,Male,63.0,0.0,0.0,Non-Metro Area,14.0,17.5,1.0,0.0,0.0,2.5,-50.0,0.0,0.45,0.0,0.4,0.33333334,0.6666667,0.38036665,0.5,0.0,OK,0.11428571428571428,1,1,0,0
Extremely Liberal,0.0,-2,250.0,1,1,2,No financial risks.,Female,61.0,0.0,0.0,Metro Area,14.0,162.5,0.0,0.0,1.0,0.0,2.5,-0.1,0.15,0.0,0.6,0.33333334,1.0,0.5937,1.0,0.0,OK,1.5384615384615385,1,1,0,0
Extremely Liberal,0.0,-6,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,27.0,0.0,1.0,Metro Area,18.0,187.5,0.0,0.0,0.0,0.0,0.0,4.95,0.15,10.0,1.0,1.0,0.0,0.42703333,0.0,0.0,OK,0.0,1,1,1,0
Liberal,0.0,-4,2.0,2,2,-3 - Far too little,Above-average financial risks expecting to earn above-average returns.,Female,41.0,0.0,1.0,Metro Area,16.0,92.5,1.0,0.0,0.0,7.5,-2.5,0.0,0.25,8.0,0.8,0.33333334,0.0,0.42703333,0.5,-37.5,OK,0.021621621621621623,1,1,1,0
Moderate,0.0,-3,20.0,2,2,2,No financial risks.,Female,31.0,Married,0.0,Non-Metro Area,12.0,32.5,1.0,0.0,0.0,7.5,0.0,0.0,0.35,8.0,0.6,0.33333334,0.0,0.46036667,1.0,7.5,OK,0.6153846153846154,1,1,0,0
Extremely Conservative,1.0,-4,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Male,75.0,Married,0.0,Non-Metro Area,16.0,27.5,1.0,0.0,0.0,-50.0,0.0,0.0,0.05,0.0,0.8,1.0,0.0,0.42703333,1.0,2.5,OK,0.0,1,1,1,0
Slightly Liberal,0.0,-3,0.0,0 - Neutral,0 - Neutral,1,No financial risks.,Female,42.0,0.0,0.0,Metro Area,12.0,32.5,0.0,0.0,1.0,-50.0,2.5,0.0,0.25,6.0,0.4,0.0,0.0,0.5270333,1.0,2.5,OK,0.0,1,1,0,0
Moderate,1.0,-7 - Very willing,0.0,-3 - Strongly Disagree,0 - Neutral,-3 - Far too little,No financial risks.,Male,20.0,0.0,1.0,Metro Area,11.0,32.5,0.0,0.0,0.0,0.0,2.5,-0.1,0.25,0.0,0.4,0.0,0.33333334,0.5270333,0.75,-50.0,OK,0.0,1,1,0,0
Moderate,0.0,-4,35.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,No financial risks.,Male,33.0,0.0,1.0,Metro Area,12.0,27.5,1.0,0.0,0.0,-50.0,0.0,-4.45,0.55,7.0,0.2,1.0,0.0,0.42703333,1.0,7.5,OK,1.2727272727272727,1,1,0,0
Liberal,0.0,-5,5.0,1,1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,33.0,0.0,1.0,Metro Area,18.0,112.5,1.0,0.0,0.0,2.5,-2.5,0.0,0.25,3.0,1.0,1.0,0.0,0.8137,0.0,0.0,OR,0.044444444444444446,1,1,1,0
Extremely Conservative,1.0,-5,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,24.0,0.0,1.0,Metro Area,16.0,55.0,1.0,0.0,0.0,17.5,0.0,0.0,0.45,0.0,1.0,1.0,0.0,0.42703333,1.0,0.0,OR,0.0,1,1,1,0
Liberal,1.0,-4,0.0,0 - Neutral,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,72.0,Married,1.0,Metro Area,20.0,112.5,1.0,0.0,0.0,-2.5,0.0,0.0,0.05,2.0,1.0,0.6666667,0.0,0.0387,0.25,0.0,OR,0.0,1,1,1,1
Liberal,0.0,-4,100.0,0 - Neutral,3 - Strongly Agree,0 - The right amount,No financial risks.,Male,34.0,0.0,1.0,Metro Area,13.0,137.5,1.0,0.0,0.0,0.0,0.0,0.0,0.15,7.0,0.8,0.6666667,0.0,0.072966665,0.5,7.5,OR,0.7272727272727273,1,1,0,0
Liberal,0.0,-4,0.0,0 - Neutral,-2,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,24.0,0.0,0.0,Metro Area,13.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.0,1.0,0.6666667,0.5937,0.0,0.0,OR,0.0,1,1,0,0
Liberal,0.0,-4,0.0,0 - Neutral,3 - Strongly Agree,-1,Average financial risks expecting to earn average returns.,Male,56.0,Married,1.0,Metro Area,12.0,80.0,1.0,0.0,0.0,-37.5,0.0,0.0,0.05,5.0,0.8,0.6666667,0.0,0.42703333,0.5,0.0,OR,0.0,1,1,0,0
Liberal,1.0,-2,0.0,0 - Neutral,1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,64.0,Married,1.0,Metro Area,20.0,92.5,1.0,0.0,0.0,-2.5,0.0,-0.1,0.15,3.0,1.0,1.0,0.0,0.32703334,1.0,2.5,OR,0.0,1,1,1,1
Conservative,0.0,-3,0.0,0 - Neutral,1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,18.0,0.0,1.0,Non-Metro Area,13.0,137.5,1.0,0.0,0.0,-7.5,0.0,0.0,0.35,1.5,1.0,1.0,0.6666667,0.5003667,0.0,0.0,OR,0.0,1,1,0,0
Moderate,0.0,-5,4.0,0 - Neutral,1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,29.0,Married,1.0,Non-Metro Area,16.0,92.5,1.0,0.0,0.0,17.5,37.5,-1.1,0.25,1.0,1.0,1.0,0.0,0.42703333,0.75,0.0,OR,0.043243243243243246,1,1,1,0
Moderate,0.0,-5,350.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,33.0,0.0,0.0,Non-Metro Area,13.0,80.0,0.0,0.0,0.0,37.5,7.5,0.0,0.25,3.0,0.6,0.6666667,0.6666667,0.5637,1.0,17.5,OR,4.375,1,1,0,0
Moderate,0.0,-4,5.0,1,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,27.0,0.0,1.0,Metro Area,16.0,32.5,1.0,0.0,0.0,7.5,-50.0,0.0,0.25,-7.0,0.6,0.33333334,0.0,0.42703333,1.0,-50.0,OR,0.15384615384615385,1,1,1,0
Liberal,1.0,-6,0.0,-2,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,70.0,Married,0.0,Metro Area,18.0,112.5,1.0,0.0,0.0,7.5,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.42703333,0.5,0.0,OR,0.0,1,1,1,0
Slightly Liberal,1.0,-5,2.0,0 - Neutral,2,-2,Above-average financial risks expecting to earn above-average returns.,Male,45.0,Married,1.0,Metro Area,13.0,112.5,1.0,0.0,0.0,7.5,0.0,0.0,0.65,5.0,1.0,1.0,0.0,0.42703333,0.25,0.0,OR,0.017777777777777778,1,1,0,0
Moderate,0.0,-5,5.0,0 - Neutral,1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,41.0,0.0,1.0,Metro Area,16.0,67.5,1.0,0.0,0.0,2.5,-2.5,0.0,0.05,0.0,0.8,0.6666667,0.0,0.42703333,1.0,0.0,OR,0.07407407407407407,1,1,1,0
Liberal,0.0,-4,5.0,2,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,59.0,0.0,1.0,Metro Area,16.0,45.0,1.0,0.0,0.0,-2.5,0.0,-0.1,0.45,1.0,1.0,0.6666667,0.0,0.42703333,0.75,0.0,OR,0.1111111111111111,1,1,1,0
Liberal,0.0,-2,0.0,3 - Strongly Agree,-2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,33.0,Married,1.0,Metro Area,20.0,250.0,1.0,0.0,0.0,-7.5,0.0,0.0,0.05,0.0,1.0,0.6666667,0.0,0.072966665,1.0,0.0,OR,0.0,1,1,1,1
Slightly Conservative,0.0,-6,6.0,0 - Neutral,0 - Neutral,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,31.0,0.0,1.0,Metro Area,13.0,45.0,0.0,0.0,0.0,-50.0,-50.0,-0.1,0.35,8.0,0.8,0.6666667,0.0,0.42703333,1.0,-50.0,OR,0.13333333333333333,1,1,0,0
Moderate,0.0,-2,1.0,-2,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,45.0,Married,0.0,Metro Area,13.0,67.5,1.0,0.0,0.0,50.0,0.0,0.0,0.15,7.0,0.4,0.33333334,0.6666667,0.82703334,0.5,0.0,OR,0.014814814814814815,1,1,0,0
Slightly Liberal,0.0,-4,10.0,0 - Neutral,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Male,75.0,Married,0.0,Metro Area,14.0,67.5,1.0,0.0,0.0,2.5,0.0,0.0,0.35,0.0,1.0,1.0,0.0,0.072966665,0.0,0.0,OR,0.14814814814814814,1,1,0,0
Conservative,1.0,-7 - Very willing,0.0,0 - Neutral,2,0 - The right amount,Substantial financial risks expecting to earn substantial returns.,Male,49.0,Married,1.0,Non-Metro Area,13.0,92.5,1.0,0.0,0.0,2.5,0.0,0.0,0.75,7.0,1.0,1.0,0.0,0.072966665,0.5,0.0,OR,0.0,1,1,0,0
Liberal,1.0,-3,0.0,0 - Neutral,3 - Strongly Agree,-1,Average financial risks expecting to earn average returns.,Female,23.0,Married,1.0,Metro Area,14.0,12.5,0.0,0.0,1.0,2.5,-50.0,0.0,0.25,8.0,0.4,0.33333334,0.0,0.42703333,1.0,0.0,OR,0.0,1,1,0,0
Liberal,0.0,-5,5.0,2,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,31.0,0.0,1.0,Metro Area,11.0,27.5,0.0,0.0,0.0,-2.5,0.0,-0.4,0.25,8.0,0.6,0.33333334,0.0,0.42703333,1.0,0.0,OR,0.18181818181818182,1,1,0,0
Slightly Liberal,0.0,-3,0.0,-2,-2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,52.0,Married,1.0,Metro Area,14.0,80.0,1.0,0.0,0.0,2.5,0.0,0.0,0.45,0.0,1.0,1.0,0.0,0.42703333,0.0,0.0,OR,0.0,1,1,0,0
Moderate,0.0,-4,5.0,1,1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,30.0,Married,1.0,Metro Area,18.0,22.5,1.0,0.0,0.0,2.5,-50.0,0.0,0.05,-5.0,1.0,1.0,0.6666667,0.45036668,0.75,2.5,OR,0.2222222222222222,1,1,1,0
Slightly Conservative,0.0,-4,1.0,0 - Neutral,-2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,38.0,Married,1.0,Non-Metro Area,16.0,112.5,1.0,0.0,0.0,2.5,0.0,0.0,0.05,-5.0,0.8,0.33333334,0.0,0.42703333,1.0,0.0,OR,0.008888888888888889,1,1,1,0
Moderate,1.0,-1 - Very unwilling,0.0,0 - Neutral,1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,65.0,0.0,1.0,Metro Area,12.0,92.5,1.0,0.0,0.0,-37.5,-50.0,0.0,0.15,5.0,0.8,0.6666667,1.0,0.6937,1.0,0.0,OR,0.0,1,1,0,0
Conservative,0.0,-6,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,69.0,Married,0.0,Metro Area,16.0,112.5,1.0,0.0,0.0,-2.5,0.0,0.0,0.55,-5.0,1.0,1.0,0.0,0.42703333,0.25,0.0,OR,0.0,1,1,1,0
Moderate,0.0,-4,1.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,36.0,0.0,1.0,Metro Area,13.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,5.0,1.0,1.0,0.0,0.9170333,0.75,0.0,OR,0.01818181818181818,1,1,0,0
Liberal,0.0,-4,0.0,-3 - Strongly Disagree,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,75.0,Married,0.0,Non-Metro Area,13.0,80.0,1.0,0.0,0.0,2.5,0.0,0.0,0.05,0.0,1.0,1.0,0.0,0.42703333,0.0,0.0,OR,0.0,1,1,0,0
Liberal,0.0,-5,10.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Substantial financial risks expecting to earn substantial returns.,Female,31.0,0.0,1.0,Metro Area,16.0,112.5,0.0,0.0,1.0,50.0,-37.5,0.0,0.15,3.0,1.0,0.6666667,0.0,0.42703333,0.0,17.5,OR,0.08888888888888889,1,1,1,0
Conservative,0.0,-4,1.0,1,0 - Neutral,-1,Average financial risks expecting to earn average returns.,Male,35.0,Married,1.0,Metro Area,13.0,112.5,1.0,0.0,0.0,-2.5,0.0,0.0,0.05,8.0,0.8,0.6666667,0.0,0.42703333,0.25,0.0,OR,0.008888888888888889,1,1,0,0
Moderate,0.0,-5,50.0,0 - Neutral,1,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,38.0,0.0,1.0,Metro Area,13.0,137.5,1.0,0.0,0.0,17.5,0.0,0.0,0.55,3.0,1.0,0.6666667,0.0,0.57703334,0.5,0.0,OR,0.36363636363636365,1,1,0,0
Slightly Liberal,0.0,-2,1.0,1,3 - Strongly Agree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Female,28.0,0.0,0.0,Metro Area,14.0,7.5,0.0,0.0,1.0,17.5,0.0,0.0,0.15,-4.0,0.8,0.6666667,0.0,0.42703333,1.0,0.0,OR,0.13333333333333333,1,1,0,0
Slightly Liberal,0.0,-4,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Female,29.0,0.0,1.0,Metro Area,16.0,112.5,0.0,0.0,0.0,17.5,0.0,0.0,0.25,2.0,1.0,1.0,0.0,0.42703333,0.0,0.0,OR,0.0,1,1,1,0
Liberal,1.0,-3,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,84.0,Married,0.0,Metro Area,20.0,137.5,1.0,0.0,0.0,2.5,0.0,-0.5,0.55,0.0,0.8,0.6666667,0.0,0.42703333,0.75,0.0,OR,0.0,1,1,1,1
Extremely Liberal,0.0,-4,0.0,1,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,29.0,0.0,1.0,Metro Area,13.0,187.5,1.0,0.0,0.0,-17.5,0.0,0.0,0.55,0.0,0.6,0.6666667,0.0,0.42703333,0.0,0.0,OR,0.0,1,1,0,0
Slightly Conservative,0.0,-5,0.0,1,1,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,29.0,0.0,1.0,Metro Area,16.0,55.0,1.0,0.0,0.0,37.5,-50.0,0.0,0.25,0.0,0.8,0.33333334,1.0,0.42703333,1.0,-50.0,OR,0.0,1,1,1,0
Moderate,0.0,-5,20.0,2,2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,67.0,0.0,0.0,Metro Area,12.0,67.5,0.0,0.0,1.0,2.5,0.0,0.0,0.45,6.0,0.8,1.0,0.0,0.42703333,1.0,17.5,OR,0.2962962962962963,1,1,0,0
Moderate,0.0,-4,0.0,0 - Neutral,-2,-2,Average financial risks expecting to earn average returns.,Female,67.0,Married,0.0,Metro Area,14.0,92.5,1.0,0.0,0.0,-2.5,0.0,0.1,0.15,9.0,1.0,1.0,0.6666667,0.5937,1.0,2.5,OR,0.0,1,1,0,0
Extremely Conservative,1.0,-4,0.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Male,79.0,Married,0.0,Metro Area,12.0,67.5,1.0,0.0,0.0,17.5,0.0,0.0,0.15,9.0,0.4,0.6666667,0.33333334,0.6507236,1.0,0.0,OR,0.0,1,1,0,0
Slightly Conservative,1.0,-1 - Very unwilling,5.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,68.0,Married,0.0,Metro Area,12.0,12.5,1.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,1.0,0.6666667,1.0,0.18863334,0.5,0.0,OR,0.4,1,1,0,0
Liberal,0.0,-3,2.0,1,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,30.0,Married,1.0,Metro Area,16.0,162.5,1.0,0.0,0.0,-17.5,-17.5,0.0,0.05,-2.0,1.0,1.0,0.0,0.46036667,0.5,0.0,OR,0.012307692307692308,1,1,1,0
Moderate,0.0,-2,0.0,-2,2,-1,Average financial risks expecting to earn average returns.,Male,61.0,Married,0.0,Metro Area,16.0,137.5,1.0,0.0,0.0,-17.5,-50.0,0.0,0.05,5.0,1.0,1.0,0.0,0.42703333,1.0,0.0,OR,0.0,1,1,1,0
Slightly Liberal,0.0,-4,0.0,2,2,-1,Above-average financial risks expecting to earn above-average returns.,Female,31.0,Married,0.0,Metro Area,14.0,37.5,1.0,0.0,0.0,7.5,0.0,0.1,0.35,7.0,0.4,0.6666667,0.0,0.5970333,1.0,0.0,OR,0.0,1,1,0,0
Liberal,0.0,-3,0.0,-2,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,58.0,Married,1.0,Metro Area,18.0,250.0,1.0,0.0,0.0,-37.5,0.0,0.0,0.45,0.0,1.0,0.33333334,0.0,0.3637,0.0,0.0,OR,0.0,1,1,1,0
Liberal,0.0,-2,10.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Male,60.0,0.0,0.0,Metro Area,13.0,12.5,1.0,0.0,0.0,2.5,-50.0,0.1,0.35,-5.0,1.0,0.33333334,0.0,0.42703333,1.0,0.0,OR,0.8,1,1,0,0
Conservative,1.0,-2,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,34.0,0.0,1.0,Metro Area,14.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,,1.0,1.0,0.0,0.6088397,1.0,0.0,OR,0.0,1,1,0,0
Moderate,0.0,-5,0.0,-1,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,30.0,0.0,1.0,Metro Area,14.0,22.5,1.0,0.0,0.0,17.5,0.0,-0.4,0.05,0.0,1.0,1.0,0.0,0.42703333,1.0,0.0,OR,0.0,1,1,0,0
Liberal,1.0,-5,10.0,1,1,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,73.0,Married,1.0,Metro Area,16.0,250.0,1.0,0.0,0.0,-7.5,-17.5,0.0,0.65,0.3,1.0,1.0,0.0,0.42703333,0.0,17.5,PA,0.04,1,1,1,0
Moderate,0.0,-4,5.0,1,1,-1,Average financial risks expecting to earn average returns.,Female,54.0,Married,1.0,Metro Area,16.0,162.5,1.0,0.0,0.0,7.5,0.0,0.0,0.45,0.0,1.0,0.6666667,0.0,0.42703333,0.25,0.0,PA,0.03076923076923077,1,1,1,0
Moderate,0.0,-4,100.0,3 - Strongly Agree,3 - Strongly Agree,3 - Far too much,Above-average financial risks expecting to earn above-average returns.,Female,25.0,0.0,0.0,Metro Area,13.0,5.0,1.0,0.0,0.0,-7.5,17.5,0.1,0.75,-4.0,0.4,0.0,0.0,0.67036664,1.0,-7.5,PA,20.0,1,1,0,0
Conservative,1.0,-4,4.0,1,1,-2,Average financial risks expecting to earn average returns.,Male,67.0,Married,0.0,Metro Area,16.0,80.0,1.0,0.0,0.0,-7.5,-2.5,0.3,0.15,3.0,1.0,1.0,0.0,0.42703333,0.25,0.0,PA,0.05,1,1,1,0
Liberal,1.0,-3,1.0,2,3 - Strongly Agree,-3 - Far too little,Average financial risks expecting to earn average returns.,Female,35.0,Married,1.0,Metro Area,18.0,92.5,1.0,0.0,0.0,-2.5,0.0,,0.15,5.0,1.0,1.0,0.0,0.6088397,0.5,0.0,PA,0.010810810810810811,1,1,1,0
Slightly Liberal,0.0,-5,5.0,2,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,67.0,Married,0.0,Metro Area,18.0,137.5,1.0,0.0,0.0,2.5,0.0,0.0,0.55,0.0,1.0,0.6666667,0.0,0.3792529,0.0,0.0,PA,0.03636363636363636,1,1,1,0
Conservative,0.0,-3,0.0,3 - Strongly Agree,3 - Strongly Agree,1,Average financial risks expecting to earn average returns.,Female,59.0,Married,0.0,Metro Area,16.0,162.5,1.0,0.0,0.0,0.0,0.0,0.1,0.25,-6.0,0.8,1.0,1.0,0.13863334,1.0,7.5,PA,0.0,1,1,1,0
Liberal,0.0,-5,2.0,1,0 - Neutral,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,42.0,0.0,1.0,Metro Area,16.0,55.0,1.0,0.0,0.0,2.5,-50.0,0.0,0.25,0.0,1.0,0.6666667,0.0,0.061966665,0.0,0.0,PA,0.03636363636363636,1,1,1,0
Liberal,0.0,-6,5.0,-2,-2,3 - Far too much,Above-average financial risks expecting to earn above-average returns.,Male,51.0,0.0,1.0,Metro Area,13.0,22.5,1.0,0.0,0.0,37.5,0.0,-0.1,0.75,-7.0,0.8,0.6666667,0.0,0.42703333,0.5,0.0,PA,0.2222222222222222,1,1,0,0
Moderate,0.0,-5,0.0,-1,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,61.0,0.0,0.0,Metro Area,13.0,22.5,1.0,0.0,0.0,7.5,0.0,0.0,0.55,-0.5,1.0,1.0,0.0,0.42703333,0.0,0.0,PA,0.0,1,1,0,0
Moderate,0.0,-3,5.0,2,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,34.0,Married,1.0,Metro Area,14.0,67.5,1.0,0.0,0.0,37.5,7.5,0.0,0.35,4.0,1.0,0.6666667,0.0,0.42703333,1.0,0.0,PA,0.07407407407407407,1,1,0,0
Conservative,1.0,-2,0.0,-3 - Strongly Disagree,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,47.0,Married,1.0,Metro Area,18.0,137.5,1.0,0.0,0.0,-2.5,0.0,0.0,0.35,0.0,0.8,0.6666667,0.0,0.42703333,1.0,0.0,PA,0.0,1,1,1,0
Slightly Liberal,1.0,-2,4.0,2,1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,70.0,Married,0.0,Metro Area,16.0,80.0,1.0,0.0,0.0,7.5,0.0,0.0,0.35,5.0,1.0,1.0,0.0,0.42703333,0.25,0.0,PA,0.05,1,1,1,0
Slightly Liberal,0.0,-2,0.0,-2,0 - Neutral,-2,No financial risks.,Male,53.0,0.0,0.0,Metro Area,12.0,7.5,1.0,0.0,0.0,2.5,0.0,0.0,0.15,-2.0,0.8,0.6666667,0.0,0.8103667,0.25,0.0,PA,0.0,1,1,0,0
Moderate,0.0,-2,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,66.0,Married,0.0,Metro Area,16.0,55.0,1.0,0.0,0.0,17.5,0.0,0.0,0.65,1.0,0.8,1.0,0.0,0.072966665,0.25,0.0,PA,0.0,1,1,1,0
Liberal,0.0,-3,10.0,1,1,0 - The right amount,No financial risks.,Male,55.0,Married,1.0,Metro Area,12.0,112.5,1.0,0.0,0.0,-7.5,0.0,0.0,0.15,3.0,0.8,0.33333334,0.0,0.42703333,1.0,7.5,PA,0.08888888888888889,1,1,0,0
Slightly Liberal,0.0,-5,10.0,2,2,1,Average financial risks expecting to earn average returns.,Female,39.0,Married,1.0,Metro Area,18.0,67.5,1.0,0.0,0.0,2.5,0.0,0.0,0.35,-1.0,1.0,0.33333334,0.0,0.42703333,0.5,2.5,PA,0.14814814814814814,1,1,1,0
